command,algo,testname,num_features,num_inputs,mlspl_query,result_count,result_message,disk_write(kb),cpu_percent(%),command_time(sec),cpu_time(sec),memory(mb),run_time(sec)
fit,LinearRegression,aws.m3.large_fit_LinearRegression_i500_f10,10,500,| inputlookup cover_500.csv | fit LinearRegression "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_LinearRegression_t500_f10,500,Good Job,8.0,93.9,0.394,0.59,65.0,1.174
fit,LogisticRegression,aws.m3.large_fit_LogisticRegression_i500_f50,50,500,| inputlookup cover_500.csv | fit LogisticRegression "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_LogisticRegression_t500_f50,500,Good Job,20.0,98.2,0.376,0.63,67.0,1.142
fit,LogisticRegression,aws.m3.large_fit_LogisticRegression_i1000_f50,50,1000,| inputlookup cover_1000.csv | fit LogisticRegression "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_LogisticRegression_t1000_f50,1000,Good Job,28.0,98.0,0.474,0.74,69.0,1.276
fit,LogisticRegression,aws.m3.large_fit_LogisticRegression_i2000_f50,50,2000,| inputlookup cover_2000.csv | fit LogisticRegression "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_LogisticRegression_t2000_f50,2000,Good Job,28.0,99.5,0.717,0.91,76.0,1.526
fit,LogisticRegression,aws.m3.large_fit_LogisticRegression_i5000_f50,50,5000,| inputlookup cover_5000.csv | fit LogisticRegression "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_LogisticRegression_t5000_f50,5000,Good Job,24.0,99.9,1.456,1.38,94.0,2.321
fit,LogisticRegression,aws.m3.large_fit_LogisticRegression_i10000_f50,50,10000,| inputlookup cover_10000.csv | fit LogisticRegression "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_LogisticRegression_t10000_f50,10000,Good Job,24.0,100.2,2.523,2.3,121.0,3.501
fit,LogisticRegression,aws.m3.large_fit_LogisticRegression_i20000_f50,50,20000,| inputlookup cover_20000.csv | fit LogisticRegression "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_LogisticRegression_t20000_f50,20000,Good Job,28.0,99.8,4.887,3.9,176.0,6.022
fit,LogisticRegression,aws.m3.large_fit_LogisticRegression_i50000_f50,50,50000,| inputlookup cover_50000.csv | fit LogisticRegression "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_LogisticRegression_t50000_f50,50000,Good Job,32.0,103.5,11.788,9.18,324.0,13.43
fit,LogisticRegression,aws.m3.large_fit_LogisticRegression_i100000_f50,50,100000,| inputlookup cover_100000.csv | fit LogisticRegression "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_LogisticRegression_t100000_f50,100000,Good Job,64.0,104.3,32.292,22.03,573.0,38.583
fit,LogisticRegression,aws.m3.large_fit_LogisticRegression_i200000_f50,50,200000,| inputlookup cover_200000.csv | fit LogisticRegression "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_LogisticRegression_t200000_f50,100000,Good Job,60.0,103.1,37.029,23.47,560.0,45.579
fit,LogisticRegression,aws.m3.large_fit_LogisticRegression_i500000_f50,50,500000,| inputlookup cover_500000.csv | fit LogisticRegression "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_LogisticRegression_t500000_f50,100000,Good Job,68.0,104.0,51.033,29.63,596.0,66.522
fit,LogisticRegression,aws.m3.large_fit_LogisticRegression_i1000000_f50,50,1000000,| inputlookup cover_1000000.csv | fit LogisticRegression "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_LogisticRegression_t1000000_f50,100000,Good Job,80.0,105.2,64.902,31.38,543.0,91.951
fit,SVM,aws.m3.large_fit_SVM_i500_f10,10,500,| inputlookup cover_500.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SVM_t500_f10,500,Good Job,140.0,96.0,0.415,0.67,66.0,1.242
fit,SVM,aws.m3.large_fit_SVM_i1000_f10,10,1000,| inputlookup cover_1000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SVM_t1000_f10,1000,Good Job,244.0,98.1,0.56,0.85,68.0,1.388
fit,SVM,aws.m3.large_fit_SVM_i2000_f10,10,2000,| inputlookup cover_2000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SVM_t2000_f10,2000,Good Job,488.0,100.7,1.307,1.44,73.0,2.111
fit,SVM,aws.m3.large_fit_SVM_i5000_f10,10,5000,| inputlookup cover_5000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SVM_t5000_f10,5000,Good Job,1204.0,103.5,5.996,5.49,148.0,6.868
fit,SVM,aws.m3.large_fit_SVM_i10000_f10,10,10000,| inputlookup cover_10000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SVM_t10000_f10,10000,Good Job,2392.0,103.5,22.256,20.09,295.0,23.219
fit,SVM,aws.m3.large_fit_SVM_i20000_f10,10,20000,| inputlookup cover_20000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SVM_t20000_f10,10000,Good Job,2376.0,103.9,22.249,19.97,306.0,23.316
fit,SVM,aws.m3.large_fit_SVM_i50000_f10,10,50000,| inputlookup cover_50000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SVM_t50000_f10,10000,Good Job,2380.0,103.5,22.819,20.48,337.0,24.244
fit,SVM,aws.m3.large_fit_SVM_i100000_f10,10,100000,| inputlookup cover_100000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SVM_t100000_f10,10000,Good Job,2384.0,101.1,25.007,20.87,338.0,28.698
fit,SVM,aws.m3.large_fit_SVM_i200000_f10,10,200000,| inputlookup cover_200000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SVM_t200000_f10,10000,Good Job,2392.0,103.5,28.247,22.16,341.0,34.212
fit,SVM,aws.m3.large_fit_SVM_i500000_f10,10,500000,| inputlookup cover_500000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SVM_t500000_f10,10000,Good Job,2420.0,103.5,37.636,24.25,338.0,50.657
fit,SVM,aws.m3.large_fit_SVM_i1000000_f10,10,1000000,| inputlookup cover_1000000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_SVM_t1000000_f10,10000,Good Job,2416.0,104.8,54.357,28.47,340.0,78.738
fit,SVM,aws.m3.large_fit_SVM_i500_f20,20,500,| inputlookup cover_500.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SVM_t500_f20,500,Good Job,8.0,95.1,0.361,0.69,66.0,1.161
fit,SVM,aws.m3.large_fit_SVM_i1000_f20,20,1000,| inputlookup cover_1000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SVM_t1000_f20,1000,Good Job,348.0,98.1,0.602,0.87,68.0,1.419
fit,SVM,aws.m3.large_fit_SVM_i2000_f20,20,2000,| inputlookup cover_2000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SVM_t2000_f20,2000,Good Job,688.0,100.6,1.512,1.63,74.0,2.336
fit,SVM,aws.m3.large_fit_SVM_i5000_f20,20,5000,| inputlookup cover_5000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SVM_t5000_f20,5000,Good Job,1720.0,103.8,7.261,6.67,150.0,8.133
fit,SVM,aws.m3.large_fit_SVM_i10000_f20,20,10000,| inputlookup cover_10000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SVM_t10000_f20,10000,Good Job,3444.0,103.8,27.29,24.87,299.0,28.303
fit,SVM,aws.m3.large_fit_SVM_i20000_f20,20,20000,| inputlookup cover_20000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SVM_t20000_f20,10000,Good Job,3424.0,103.4,27.539,25.22,309.0,28.621
fit,SVM,aws.m3.large_fit_SVM_i50000_f20,20,50000,| inputlookup cover_50000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SVM_t50000_f20,10000,Good Job,3420.0,103.2,27.36,25.49,340.0,28.738
fit,SVM,aws.m3.large_fit_SVM_i100000_f20,20,100000,| inputlookup cover_100000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SVM_t100000_f20,10000,Good Job,3432.0,103.5,29.906,25.63,341.0,33.685
fit,SVM,aws.m3.large_fit_SVM_i200000_f20,20,200000,| inputlookup cover_200000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SVM_t200000_f20,10000,Good Job,3428.0,103.3,32.966,26.73,344.0,39.137
fit,SVM,aws.m3.large_fit_SVM_i500000_f20,20,500000,| inputlookup cover_500000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SVM_t500000_f20,10000,Good Job,3444.0,103.3,42.547,28.98,341.0,55.503
fit,SVM,aws.m3.large_fit_SVM_i1000000_f20,20,1000000,| inputlookup cover_1000000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_SVM_t1000000_f20,10000,Good Job,3452.0,103.2,58.766,32.66,343.0,83.141
fit,SVM,aws.m3.large_fit_SVM_i500_f50,50,500,| inputlookup cover_500.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_SVM_t500_f50,500,Good Job,8.0,99.0,0.396,0.7,67.0,1.185
fit,SVM,aws.m3.large_fit_SVM_i1000_f50,50,1000,| inputlookup cover_1000.csv | fit SVM "Cover_Type" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_SVM_t1000_f50,1000,Good Job,668.0,102.3,0.759,1.0,70.0,1.568
